,word1,word2,prediction
1000,heel,stack,-11.517830848693848
1001,held,nest,-11.193476676940918
1002,helix,spiral,-11.604736328125
1003,highway,road,-5.492364883422852
1004,hill,horizon,-9.985845565795898
1005,hill,mountain,-7.975732326507568
1006,hill,scenery,-9.398467063903809
1007,history,recital,-12.7941312789917
1008,hit,tourist,-8.827987670898438
1009,hockey,ice,-11.520076751708984
1010,hockey,play,-8.598654747009277
1011,holiday,travel,-9.941055297851562
1012,home,smoking,-9.843721389770508
1013,honest,sincere,-8.654378890991211
1014,hood,protection,-10.623048782348633
1015,hope,psychology,-13.283714294433594
1016,horizon,sky,-10.81707763671875
1017,horizontal,surface,-10.877448081970215
1018,hostility,war,-13.260826110839844
1019,hot,hot,-0.0
1020,hot,sunny,-8.428473472595215
1021,hotel,kill,-10.430024147033691
1022,hotel,library,-11.79157543182373
1023,hotel,oak,-11.316472053527832
1024,house,staircase,-10.434737205505371
1025,house,windmill,-8.888391494750977
1026,housing,vault,-12.031521797180176
1027,hummingbird,rodent,-12.907977104187012
1028,husky,painting,-12.128009796142578
1029,image,visualize,-10.1600341796875
1030,impressive,striking,-9.179194450378418
1031,industrial,lake,-10.414544105529785
1032,information,target,-11.323328018188477
1033,infrastructure,structure,-10.715161323547363
1034,initial,letter,-9.037287712097168
1035,injury,wrong,-10.581452369689941
1036,ink,liquid,-11.053735733032227
1037,ink,organ,-12.6436128616333
1038,insect,lizard,-12.409850120544434
1039,installation,zoo,-13.797505378723145
1040,instruction,lesson,-8.28265380859375
1041,interest,lien,-9.685872077941895
1042,interior,object,-11.343576431274414
1043,interior,paint,-9.337898254394531
1044,interior,roof,-10.71190357208252
1045,interior,staircase,-10.354700088500977
1046,interior,tall,-9.83603286743164
1047,interpretation,twist,-9.373899459838867
1048,intrigue,romance,-9.675812721252441
1049,inventory,listing,-10.02735424041748
1050,invite,requests,-9.77094554901123
1051,ipod,rope,-12.693859100341797
1052,iron,robust,-10.125374794006348
1053,israel,israeli,-9.142816543579102
1054,israel,terror,-12.796808242797852
1055,issue,up,-8.02991771697998
1056,ivy,oak,-9.444085121154785
1057,jaguar,storm,-12.177460670471191
1058,jamaica,queens,-10.684235572814941
1059,jazz,play,-9.76064682006836
1060,jean,shirt,-9.89833927154541
1061,jean,washing,-11.585190773010254
1062,jellyfish,punk,-13.032869338989258
1063,jellyfish,texture,-10.55667495727539
1064,joke,message,-9.07436466217041
1065,journal,writing,-11.538142204284668
1066,judgment,sense,-8.202777862548828
1067,jump,stitch,-12.423786163330078
1068,jump,uniform,-11.066689491271973
1069,jury,school,-11.662967681884766
1070,justice,official,-9.126880645751953
1071,juvenile,rope,-13.098437309265137
1072,key,misty,-10.57913589477539
1073,key,motor,-10.060941696166992
1074,keyboard,soldier,-13.667876243591309
1075,kidnapped,shanghai,-12.672342300415039
1076,kill,sacrifice,-9.261011123657227
1077,kill,shot,-7.5815277099609375
1078,kind,soft,-8.023157119750977
1079,kiss,rusty,-10.686028480529785
1080,kitchen,sleep,-10.01854133605957
1081,kitchen,stair,-10.735946655273438
1082,kitchen,washing,-8.59518051147461
1083,kitten,kitty,-7.399811267852783
1084,knock,tap,-9.426931381225586
1085,lad,wizard,-11.693939208984375
1086,lady,sexy,-10.383858680725098
1087,lake,scenery,-6.549434185028076
1088,lake,town,-9.822011947631836
1089,lamb,lantern,-12.505680084228516
1090,lamb,number,-11.254958152770996
1091,lamb,snow,-9.819528579711914
1092,landscape,mountain,-10.524100303649902
1093,landscape,stadium,-12.758807182312012
1094,lantern,oak,-11.46269416809082
1095,lapse,suspension,-11.62788200378418
1096,last,last,-0.0
1097,last,senior,-10.488983154296875
1098,laundering,machine,-10.14413833618164
1099,law,mosaic,-13.362715721130371
1100,lawn,sleep,-12.276946067810059
1101,layer,region,-12.467479705810547
1102,leaf,nature,-11.128488540649414
1103,lean,rest,-8.048101425170898
1104,leap,second,-8.91011905670166
1105,learned,learned,-0.0
1106,leather,pouch,-11.129434585571289
1107,leather,sunshine,-11.98520565032959
1108,leave,pass,-6.599575996398926
1109,left,morning,-7.366087913513184
1110,left,walk,-7.42855978012085
1111,lego,rodent,-13.18274211883545
1112,lever,machine,-10.27313232421875
1113,lever,open,-11.33641242980957
1114,licking,marble,-11.815020561218262
1115,licking,pier,-12.086177825927734
1116,licking,puppy,-10.512956619262695
1117,licking,rusty,-11.016016960144043
1118,licking,sitting,-9.224893569946289
1119,lie,line,-9.33069133758545
1120,lie,sun,-10.790757179260254
1121,light,shadow,-10.605910301208496
1122,light,sleep,-10.585772514343262
1123,light,sunlight,-8.771093368530273
1124,lighthouse,wall,-12.671926498413086
1125,lighting,man,-11.138386726379395
1126,lighting,stone,-9.96485710144043
1127,lily,plant,-10.400739669799805
1128,lily,purple,-9.926460266113281
1129,lily,tulip,-10.01881217956543
1130,limb,limb,-0.0
1131,line,street,-8.897703170776367
1132,lion,square,-10.176796913146973
1133,list,position,-10.878364562988281
1134,list,post,-9.073294639587402
1135,list,shopping,-9.800341606140137
1136,listing,organization,-10.517925262451172
1137,live,stitch,-11.80859088897705
1138,location,space,-9.163006782531738
1139,lock,mannequin,-12.83784008026123
1140,looking,sightseeing,-9.36413288116455
1141,loss,reducing,-10.331511497497559
1142,love,romance,-10.574504852294922
1143,lower,sustain,-11.229390144348145
1144,lunch,morning,-6.089685440063477
1145,lunch,sunny,-8.189668655395508
1146,machine,pond,-12.241982460021973
1147,machine,sketch,-11.977705955505371
1148,machine,washing,-8.622469902038574
1149,magnitude,size,-10.337431907653809
1150,magnolia,maple,-10.2597074508667
1151,maker,manufacturer,-10.818100929260254
1152,makeup,people,-9.770573616027832
1153,male,man,-7.035980701446533
1154,manufacture,up,-10.373988151550293
1155,map,sewing,-12.30896282196045
1156,map,video,-11.353944778442383
1157,maple,oak,-10.64958381652832
1158,marble,postcard,-12.118532180786133
1159,marble,sing,-12.1998872756958
1160,market,shop,-7.737164497375488
1161,market,sweeten,-10.444633483886719
1162,mars,water,-11.749364852905273
1163,mask,roof,-12.212742805480957
1164,match,matchstick,-10.297872543334961
1165,match,play,-10.112627983093262
1166,matter,text,-8.69324016571045
1167,mayor,villa,-12.708486557006836
1168,meal,rice,-7.460354328155518
1169,means,tool,-9.997844696044922
1170,measure,twist,-10.902617454528809
1171,meat,moon,-11.081870079040527
1172,meat,potato,-5.332431793212891
1173,meat,soup,-6.850256443023682
1174,medium,organization,-12.511588096618652
1175,melody,music,-9.885680198669434
1176,memorial,rope,-12.27551555633545
1177,memory,operation,-9.316778182983398
1178,metro,rail,-7.783088684082031
1179,metro,train,-9.658021926879883
1180,military,reflection,-12.050546646118164
1181,military,wasp,-13.700838088989258
1182,mill,wild,-9.202030181884766
1183,mill,windmill,-8.656438827514648
1184,miniature,paint,-12.022754669189453
1185,miniature,painting,-11.34012508392334
1186,minister,work,-11.378975868225098
1187,mirror,raspberry,-12.625157356262207
1188,mist,sky,-10.556024551391602
1189,mist,sunny,-8.962055206298828
1190,misty,sky,-11.998760223388672
1191,misty,snow,-11.682506561279297
1192,misty,sunny,-10.31541919708252
1193,misty,sunrise,-11.35421371459961
1194,misty,sunshine,-9.566755294799805
1195,model,toe,-11.831523895263672
1196,mole,spy,-12.953377723693848
1197,moment,thief,-10.941048622131348
1198,money,pile,-10.278515815734863
1199,money,quota,-8.90972900390625
1200,monster,rock,-9.874485969543457
1201,month,year,-5.986792087554932
1202,moon,mushroom,-10.92685604095459
1203,morning,sunrise,-8.97974967956543
1204,morning,sunshine,-9.492454528808594
1205,mortal,mother,-12.162881851196289
1206,moss,plant,-11.61723518371582
1207,mother,mother,-0.0
1208,mother,mother-in-law,-6.069051265716553
1209,mother,pregnant,-7.60530424118042
1210,mother,yeast,-11.323358535766602
1211,motion,step,-10.121917724609375
1212,motto,volunteer,-11.851991653442383
1213,mouth,tongue,-5.068212509155273
1214,move,shifting,-10.446283340454102
1215,move,spread,-10.017073631286621
1216,move,swell,-11.190286636352539
1217,mozart,wagner,-11.419692993164062
1218,museum,swim,-12.401268005371094
1219,music,musician,-7.9976043701171875
1220,music,print,-12.46601676940918
1221,music,track,-11.047772407531738
1222,musical,solo,-10.634260177612305
1223,nail,rusty,-11.060542106628418
1224,nation,spanish,-11.893219947814941
1225,native,rhodes,-12.899532318115234
1226,necklace,snow,-12.762454986572266
1227,nest,wasp,-9.462387084960938
1228,noodle,pigeon,-11.863858222961426
1229,novel,story,-9.01423168182373
1230,nude,painting,-11.721125602722168
1231,nurse,nurse,-0.0
1232,nut,sunflower,-8.002889633178711
1233,observation,radio,-11.693948745727539
1234,observe,violating,-11.847066879272461
1235,obvious,plain,-8.798943519592285
1236,obvious,room,-10.095417976379395
1237,occasion,second,-6.6751484870910645
1238,occupation,place,-11.199146270751953
1239,ocean,pacific,-7.719325542449951
1240,ocean,underwater,-11.144404411315918
1241,ocean,water,-10.530660629272461
1242,old,race,-11.245633125305176
1243,old,seat,-10.225275993347168
1244,operation,operation,-0.0
1245,opinion,sentiment,-9.294604301452637
1246,orange,peel,-8.916224479675293
1247,orange,raspberry,-6.912808895111084
1248,orange,shop,-10.608723640441895
1249,origami,stadium,-13.709993362426758
1250,origin,root,-11.627025604248047
1251,out,sent,-8.030986785888672
1252,outdoor,pool,-8.397429466247559
1253,outdoor,swimming,-9.484657287597656
1254,outfit,sign,-11.312043190002441
1255,outfit,sock,-11.554271697998047
1256,overflow,sewer,-8.213813781738281
1257,pain,suffering,-7.513266563415527
1258,paint,picture,-9.973431587219238
1259,paint,portrait,-12.626935005187988
1260,painting,sculpture,-11.007472038269043
1261,palace,ruin,-9.901290893554688
1262,panorama,scenery,-10.235909461975098
1263,panorama,view,-8.759902000427246
1264,panorama,zoo,-12.924564361572266
1265,paper,railway,-13.54445743560791
1266,paper,vine,-11.785553932189941
1267,papers,security,-10.67475414276123
1268,park,parking,-7.018414497375488
1269,part,relation,-8.604581832885742
1270,party,seat,-7.877951622009277
1271,pass,ticket,-7.21253776550293
1272,pass,topping,-9.768750190734863
1273,passage,quotation,-13.152112007141113
1274,passing,passing,-0.0
1275,path,star,-11.103166580200195
1276,patio,sleep,-10.970015525817871
1277,patio,stair,-11.281011581420898
1278,patio,staircase,-10.727272987365723
1279,patio,woman,-10.359129905700684
1280,pavilion,terrace,-10.426459312438965
1281,paw,theatre,-13.261492729187012
1282,peel,skin,-6.7060699462890625
1283,pennsylvania,writer,-12.787668228149414
1284,people,wounded,-11.686029434204102
1285,pepper,potato,-5.139875411987305
1286,pepper,tomato,-4.418641090393066
1287,person,tiger,-10.425829887390137
1288,personnel,police,-10.915472030639648
1289,persuasion,weapon,-12.270933151245117
1290,petal,shade,-11.940975189208984
1291,photo,photography,-7.865243911743164
1292,photograph,still,-11.008837699890137
1293,photographer,portrait,-9.204177856445312
1294,photographer,wedding,-7.405686378479004
1295,piano,wolf,-11.878479957580566
1296,pigeon,round,-11.263781547546387
1297,pillow,stone,-10.727500915527344
1298,pink,skirt,-9.362271308898926
1299,pink,white,-6.062071800231934
1300,place,place,-0.0
1301,place,siphon,-9.445050239562988
1302,plain,report,-11.346565246582031
1303,plant,seed,-10.503477096557617
1304,plant,skate,-12.611072540283203
1305,play,rail,-11.685821533203125
1306,play,sign,-10.755791664123535
1307,play,thousand,-11.052974700927734
1308,player,slave,-13.46886157989502
1309,pledge,promise,-10.356141090393066
1310,plot,strategy,-11.965564727783203
1311,point,second,-4.232858180999756
1312,point,spot,-6.446514129638672
1313,point,tennis,-11.30770206451416
1314,point,trouble,-5.5194549560546875
1315,poll,poll,-0.0
1316,pond,water,-9.924967765808105
1317,poodle,puppy,-6.678089141845703
1318,poodle,terrier,-5.448992729187012
1319,pool,relax,-8.903280258178711
1320,porch,roof,-9.061053276062012
1321,porch,scooter,-11.563689231872559
1322,porch,staircase,-11.03018569946289
1323,portrait,underground,-12.502660751342773
1324,potato,rice,-7.280077934265137
1325,president,president,-0.0
1326,price,price,-0.0
1327,principle,principle,-0.0
1328,privilege,rich,-11.552499771118164
1329,production,production,-0.0
1330,profiling,racism,-7.183623790740967
1331,protection,roof,-10.559627532958984
1332,protest,tile,-12.69158935546875
1333,publish,show,-12.304040908813477
1334,pug,puppy,-5.56643009185791
1335,punk,vinyl,-9.958802223205566
1336,puppy,skyline,-13.085820198059082
1337,purple,violet,-9.005084991455078
1338,pyramid,speculation,-12.72925853729248
1339,quality,romance,-11.824017524719238
1340,queen,queen,-0.0
1341,race,racing,-7.6156463623046875
1342,race,square,-11.316513061523438
1343,radical,role,-12.559789657592773
1344,rail,train,-8.954333305358887
1345,railroad,underground,-10.944307327270508
1346,railway,station,-10.76591682434082
1347,rain,wet,-8.661116600036621
1348,raise,shoulders,-10.324257850646973
1349,raising,upbringing,-11.811113357543945
1350,raspberry,sweet,-5.932901382446289
1351,read,reading,-3.4814059734344482
1352,rebel,soldier,-11.840964317321777
1353,rebel,young,-10.566843032836914
1354,recognize,succeed,-9.111647605895996
1355,record,score,-8.953518867492676
1356,record,write,-9.405681610107422
1357,red,shade,-10.682341575622559
1358,red,stripe,-8.667189598083496
1359,redhead,rusty,-11.327674865722656
1360,relax,sitting,-7.834998607635498
1361,relief,total,-10.231151580810547
1362,religion,remedy,-13.031231880187988
1363,religion,trinity,-12.966363906860352
1364,report,study,-12.279485702514648
1365,reptile,vacation,-11.84815788269043
1366,reservation,reservation,-0.0
1367,resistance,resistance,-0.0
1368,reverse,reverse,-0.0
1369,rice,yellow,-6.883119583129883
1370,ripple,shadow,-12.97102165222168
1371,ripple,wave,-11.044923782348633
1372,river,valley,-10.142539978027344
1373,river,waterfall,-8.54636287689209
1374,robbery,rolling,-10.97319221496582
1375,rod,rod,-0.0
1376,role,title,-10.905902862548828
1377,rolling,sound,-9.272782325744629
1378,room,sitting,-8.523590087890625
1379,root,stem,-10.176843643188477
1380,rope,shore,-11.574772834777832
1381,rose,rose,-0.0
1382,round,shape,-8.006834030151367
1383,row,terrace,-9.274856567382812
1384,rub,wipe,-10.648040771484375
1385,ruin,stone,-10.21907901763916
1386,ruin,town,-8.096389770507812
1387,running,sprint,-9.64496898651123
1388,rusty,shade,-10.722620964050293
1389,rusty,stand,-9.523321151733398
1390,saddle,soap,-12.051891326904297
1391,sail,sheet,-12.865310668945312
1392,sailing,sunk,-10.921242713928223
1393,sake,shade,-11.570026397705078
1394,satellite,solar,-10.655607223510742
1395,scenery,trail,-7.994314193725586
1396,school,welsh,-11.792370796203613
1397,sea,shore,-11.173563957214355
1398,sea,submarine,-11.279611587524414
1399,sea,water,-10.653190612792969
1400,season,winter,-7.333419322967529
1401,seize,take,-9.001261711120605
1402,series,string,-11.670080184936523
1403,sex,sex,-0.0
1404,sexy,smile,-10.804668426513672
1405,shade,tree,-10.224292755126953
1406,shade,whale,-12.019392013549805
1407,shadow,sunlight,-10.54697322845459
1408,shape,square,-9.435759544372559
1409,sheet,sheet,-0.0
1410,shining,work,-10.09260082244873
1411,ship,spouse,-10.838293075561523
1412,shirt,tiger,-12.385035514831543
1413,shopping,store,-6.1202802658081055
1414,shore,swim,-10.197437286376953
1415,shore,town,-9.717559814453125
1416,shore,valley,-10.215341567993164
1417,short,trading,-10.241271018981934
1418,sight,vision,-9.851327896118164
1419,sign,sign,-0.0
1420,silence,still,-9.19533634185791
1421,single,sole,-8.505023002624512
1422,sitting,sleep,-9.399569511413574
1423,situation,things,-8.14282512664795
1424,skate,vehicle,-12.855436325073242
1425,skating,sticker,-12.606161117553711
1426,skin,skin,-0.0
1427,sky,sunlight,-10.259897232055664
1428,skyline,view,-6.088510513305664
1429,slash,stroke,-12.000536918640137
1430,slave,worker,-11.706777572631836
1431,sleeping,waking,-6.73975944519043
1432,small,valley,-8.85273551940918
1433,small,village,-8.468734741210938
1434,smile,time,-7.513561248779297
1435,smile,view,-11.132251739501953
1436,smile,walk,-8.526459693908691
1437,smoking,sunny,-11.113232612609863
1438,snap,touch,-7.658318996429443
1439,sock,stocking,-11.452910423278809
1440,solstice,summer,-9.703750610351562
1441,song,vocal,-9.23592758178711
1442,speech,word,-9.505345344543457
1443,spin,sweat,-8.386983871459961
1444,spiral,staircase,-8.914761543273926
1445,spread,spread,-0.0
1446,square,town,-7.4987592697143555
1447,stamp,weave,-11.4009370803833
1448,stand,tear,-9.715224266052246
1449,stand,walk,-6.54508113861084
1450,star,star,-0.0
1451,star,storm,-11.16048812866211
1452,steel,wing,-11.790130615234375
1453,step,travel,-10.468140602111816
1454,step,walk,-7.490323543548584
1455,step,wind,-10.218938827514648
1456,sticker,track,-9.759003639221191
1457,stock,stock,-0.0
1458,storm,thunderstorm,-8.36563491821289
1459,straight,stretch,-9.238263130187988
1460,strains,trouble,-10.809757232666016
1461,stream,waterfall,-9.114944458007812
1462,stripe,train,-11.785380363464355
1463,stripe,violet,-11.014784812927246
1464,subway,underground,-9.630508422851562
1465,subway,valentine,-10.608662605285645
1466,sun,sun,-0.0
1467,sun,sunburst,-11.207277297973633
1468,sun,sunlight,-7.450412750244141
1469,sun,sunshine,-7.171651363372803
1470,sunlight,thriller,-12.447514533996582
1471,sunny,weather,-6.031861782073975
1472,sunny,wet,-10.04645824432373
1473,sunshine,weather,-7.597111225128174
1474,support,trace,-11.605165481567383
1475,surface,territory,-12.170258522033691
1476,surfer,wave,-10.557765007019043
1477,tall,wool,-12.375385284423828
1478,tenure,term,-11.79537296295166
1479,thing,thing,-0.0
1480,ticket,writing,-10.986784934997559
1481,tops,tops,-0.0
1482,touch,upset,-8.490874290466309
1483,tour,travel,-10.177519798278809
1484,traffic,traffic,-0.0
1485,train,train,-0.0
1486,travel,travel,-0.0
1487,travel,wandering,-10.672076225280762
1488,tunnel,underground,-9.135936737060547
1489,type,write,-7.729241371154785
1490,valley,village,-7.325006484985352
1491,van,vine,-11.615769386291504
1492,violet,white,-10.195920944213867
1493,violet,yellow,-10.137288093566895
1494,washer,worker,-10.532432556152344
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,weather,winter,-6.087531566619873
1498,wednesday,weekday,-5.511167049407959
1499,word,word,-0.0
